Respondent ID,Collector ID,Start Date,End Date,E-Time-gor,IP Address,group,tmt.group,prod.grp,age,gender,edu,r.prod.rating,r.prod.qual,r.prodrat.trust,r.site.trust,i.prod.desc,i.prod.qual,i.prodrat.trust,i.site.trust,b.prod.desc,b.prod.qual,b.prodrat.trust,b.site.trust,buy.factor,rat.meth,completed, TimeSec ,rat.meth.acc
6544010465,166348841,11/25/2017 18:12,11/25/2017 18:14,12:02:03 AM,104.181.143.222,Raz.Algo,algo,raz,2,2,1,4,8,8,8,2,8,8,8,3,8,8,8,1,6,1,123,0
6544014852,166348841,11/25/2017 18:21,11/25/2017 18:24,12:02:05 AM,99.7.61.137,Raz.Algo,algo,raz,2,1,4,4,8,8,7,2,5,5,5,3,5,5,5,3,3,1,125,0
6544012853,166348841,11/25/2017 18:17,11/25/2017 18:19,12:02:17 AM,72.174.28.64,Raz.Algo,algo,raz,2,2,5,4,8,8,5,2,8,8,5,3,8,8,5,3,4,1,137,1
6543987022,166348841,11/25/2017 17:18,11/25/2017 17:21,12:02:26 AM,162.218.228.196,Raz.Algo,algo,raz,3,1,7,4,7,7,5,2,5,5,5,3,6,6,5,3,5,1,146,0
6544014912,166348841,11/25/2017 18:22,11/25/2017 18:24,12:02:31 AM,174.208.32.103,Raz.Algo,algo,raz,1,2,3,4,4,3,3,2,2,2,3,3,5,5,5,3,6,1,151,0
6544085173,166348841,11/25/2017 21:00,11/25/2017 21:02,12:02:34 AM,68.42.189.4,Raz.Algo,algo,raz,4,2,6,4,8,8,8,2,7,8,7,3,8,8,8,1,4,1,154,1
6544032167,166348841,11/25/2017 19:01,11/25/2017 19:04,12:02:49 AM,75.186.16.99,Raz.Algo,algo,raz,2,1,5,4,8,8,8,2,8,8,9,3,9,9,9,3,4,1,169,1
6544024459,166348841,11/25/2017 18:43,11/25/2017 18:46,12:02:59 AM,68.80.38.240,Raz.Algo,algo,raz,2,2,7,4,6,6,6,2,5,6,6,3,5,5,5,3,4,1,179,1
6543987880,166348841,11/25/2017 17:20,11/25/2017 17:23,12:03:03 AM,67.237.81.152,Raz.Algo,algo,raz,6,2,7,4,5,5,5,2,5,5,5,3,5,5,5,5,4,1,183,1
6544086132,166348841,11/25/2017 21:02,11/25/2017 21:06,12:03:06 AM,66.91.117.121,Raz.Algo,algo,raz,4,2,5,4,4,5,5,2,7,5,5,3,8,8,8,3,4,1,186,1
6544008437,166348841,11/25/2017 18:07,11/25/2017 18:10,12:03:06 AM,23.118.62.3,Raz.Algo,algo,raz,3,2,2,4,8,5,5,2,8,9,5,3,8,8,5,2,4,1,186,1
6544010046,166348841,11/25/2017 18:11,11/25/2017 18:14,12:03:10 AM,72.130.49.83,Raz.Algo,algo,raz,4,2,7,4,8,7,8,2,9,7,8,3,9,7,8,3,3,1,190,0
6544020988,166348841,11/25/2017 18:35,11/25/2017 18:38,12:03:22 AM,108.65.122.212,Raz.Algo,algo,raz,5,2,5,4,8,8,8,2,8,8,8,3,9,9,9,3,5,1,202,0
6544012328,166348841,11/25/2017 18:16,11/25/2017 18:19,12:03:33 AM,66.41.205.121,Raz.Algo,algo,raz,5,2,2,4,8,5,5,2,6,5,5,3,8,5,5,4,4,1,213,1
6543988745,166348841,11/25/2017 17:22,11/25/2017 17:26,12:03:33 AM,83.136.45.209,Raz.Algo,algo,raz,3,2,5,3,3,5,5,2,6,5,5,3,6,6,5,4,3,1,213,0
6544086040,166348841,11/25/2017 21:02,11/25/2017 21:06,12:03:45 AM,108.185.234.87,Raz.Algo,algo,raz,5,2,5,4,8,7,8,2,8,9,9,3,9,9,8,2,4,1,225,1
6544017150,166348841,11/25/2017 18:26,11/25/2017 18:30,12:03:50 AM,23.124.67.210,Raz.Algo,algo,raz,3,2,3,4,8,8,8,2,8,8,8,3,8,8,8,4,3,1,230,0
6544017917,166348841,11/25/2017 18:28,11/25/2017 18:32,12:03:54 AM,108.209.242.168,Raz.Algo,algo,raz,1,1,3,4,8,8,8,2,8,8,8,3,8,8,8,3,6,1,234,0
6544092276,166348841,11/25/2017 21:18,11/25/2017 21:22,12:03:57 AM,107.130.97.24,Raz.Algo,algo,raz,2,2,5,4,7,7,7,2,8,7,7,3,5,5,5,4,6,1,237,0
6543987229,166348841,11/25/2017 17:19,11/25/2017 17:23,12:04:07 AM,24.101.76.154,Raz.Algo,algo,raz,2,1,4,4,7,5,5,2,5,7,5,3,7,5,5,3,3,1,247,0
6544022191,166348841,11/25/2017 18:38,11/25/2017 18:42,12:04:09 AM,205.201.21.192,Raz.Algo,algo,raz,3,2,7,4,7,7,7,2,6,6,5,3,5,4,4,1,4,1,249,1
6544010926,166348841,11/25/2017 18:12,11/25/2017 18:17,12:04:17 AM,66.76.210.149,Raz.Algo,algo,raz,3,1,4,4,5,0,0,2,5,6,6,3,8,8,8,4,4,1,257,1
6544085075,166348841,11/25/2017 21:00,11/25/2017 21:04,12:04:23 AM,172.222.87.149,Raz.Algo,algo,raz,3,1,4,4,3,3,8,2,8,8,8,3,9,9,9,2,4,1,263,1
6544008987,166348841,11/25/2017 18:08,11/25/2017 18:13,12:04:27 AM,73.195.108.145,Raz.Algo,algo,raz,2,1,7,4,7,8,8,2,3,5,7,3,8,8,8,3,4,1,267,1
6544009956,166348841,11/25/2017 18:10,11/25/2017 18:15,12:04:47 AM,107.10.198.224,Raz.Algo,algo,raz,4,1,4,4,8,7,7,2,9,9,8,3,10,10,9,1,4,1,287,1
6544021008,166348841,11/25/2017 18:34,11/25/2017 18:40,12:05:25 AM,72.81.184.212,Raz.Algo,algo,raz,4,1,5,4,8,8,8,2,7,7,7,3,6,6,7,3,3,1,325,0
6544021381,166348841,11/25/2017 18:36,11/25/2017 18:42,12:06:02 AM,172.58.111.41,Raz.Algo,algo,raz,3,1,3,4,7,3,7,2,5,5,5,3,6,6,6,3,4,1,362,1
6544009463,166348841,11/25/2017 18:09,11/25/2017 18:16,12:06:51 AM,98.214.196.99,Raz.Algo,algo,raz,4,2,5,4,8,8,8,2,10,10,10,3,10,10,10,3,4,1,411,1
6544009751,166348841,11/25/2017 18:10,11/25/2017 18:19,12:09:23 AM,173.61.212.32,Raz.Algo,algo,raz,4,1,7,4,7,5,5,2,7,5,5,3,7,7,6,2,4,1,563,1
6544018575,166348841,11/25/2017 18:30,11/25/2017 18:46,12:16:22 AM,99.194.252.14,Raz.Algo,algo,raz,6,2,7,4,8,8,8,2,8,8,8,3,7,7,7,3,4,1,982,1
6544026049,166348841,11/25/2017 18:47,11/25/2017 18:48,12:01:22 AM,167.102.191.10,Raz.Ctl,ctl,raz,2,2,5,4,7,8,5,2,7,7,5,3,9,9,5,3,3,1,82,0
6544087102,166348841,11/25/2017 21:05,11/25/2017 21:07,12:01:31 AM,24.116.233.208,Raz.Ctl,ctl,raz,2,1,4,4,5,6,6,2,5,5,5,3,5,5,4,2,3,1,91,0
6544021439,166348841,11/25/2017 18:36,11/25/2017 18:38,12:01:31 AM,174.221.0.7,Raz.Ctl,ctl,raz,2,2,5,4,2,3,5,2,3,3,3,3,5,5,5,2,6,1,91,0
6544020279,166348841,11/25/2017 18:34,11/25/2017 18:35,12:01:37 AM,162.218.222.197,Raz.Ctl,ctl,raz,3,2,7,4,7,6,5,2,5,5,5,3,7,7,7,4,6,1,97,0
6544084473,166348841,11/25/2017 20:58,11/25/2017 21:00,12:01:40 AM,72.229.109.11,Raz.Ctl,ctl,raz,2,1,5,4,4,4,4,2,4,4,4,3,4,4,4,3,3,1,100,0
6544018463,166348841,11/25/2017 18:29,11/25/2017 18:31,12:02:05 AM,24.117.98.175,Raz.Ctl,ctl,raz,4,2,5,4,8,8,5,2,7,7,5,3,10,10,5,4,3,1,125,0
6544011701,166348841,11/25/2017 18:14,11/25/2017 18:16,12:02:09 AM,67.199.190.242,Raz.Ctl,ctl,raz,1,2,2,4,5,5,3,2,5,3,3,3,5,5,5,3,3,1,129,0
6544023009,166348841,11/25/2017 18:40,11/25/2017 18:42,12:02:11 AM,73.170.137.7,Raz.Ctl,ctl,raz,2,2,3,4,6,7,7,2,5,5,4,3,8,8,8,4,2,1,131,1
6543987579,166348841,11/25/2017 17:20,11/25/2017 17:22,12:02:15 AM,66.61.44.111,Raz.Ctl,ctl,raz,3,2,4,4,7,7,7,2,7,7,7,3,7,7,7,2,3,1,135,0
6544084669,166348841,11/25/2017 20:59,11/25/2017 21:01,12:02:21 AM,138.128.241.129,Raz.Ctl,ctl,raz,2,1,7,4,9,9,9,2,6,6,7,3,8,8,8,3,6,1,141,0
6544024263,166348841,11/25/2017 18:43,11/25/2017 18:45,12:02:35 AM,67.2.211.161,Raz.Ctl,ctl,raz,3,1,5,4,5,6,6,2,5,5,5,3,6,7,6,1,2,1,155,1
6544008323,166348841,11/25/2017 18:07,11/25/2017 18:09,12:02:38 AM,61.93.143.175,Raz.Ctl,ctl,raz,2,1,5,4,8,8,5,2,5,7,5,3,9,9,7,4,3,1,158,0
6544011838,166348841,11/25/2017 18:15,11/25/2017 18:17,12:02:49 AM,98.247.142.31,Raz.Ctl,ctl,raz,4,2,7,4,9,10,5,2,3,6,2,3,9,9,9,4,3,1,169,0
6544010733,166348841,11/25/2017 18:11,11/25/2017 18:14,12:02:52 AM,63.155.174.204,Raz.Ctl,ctl,raz,4,2,5,4,5,2,5,2,5,2,5,3,2,2,5,5,2,1,172,1
6543993048,166348841,11/25/2017 17:32,11/25/2017 17:35,12:03:09 AM,67.60.85.5,Raz.Ctl,ctl,raz,2,2,6,4,8,8,10,2,6,7,9,3,8,8,10,3,3,1,189,0
6544085007,166348841,11/25/2017 20:59,11/25/2017 21:02,12:03:11 AM,98.151.233.221,Raz.Ctl,ctl,raz,2,1,3,4,5,5,5,2,4,4,4,3,5,5,5,2,3,1,191,0
6544010730,166348841,11/25/2017 18:12,11/25/2017 18:15,12:03:14 AM,174.109.103.56,Raz.Ctl,ctl,raz,4,2,5,4,6,6,6,2,7,7,7,3,8,8,8,5,5,1,194,0
6544088936,166348841,11/25/2017 21:10,11/25/2017 21:13,12:03:16 AM,23.119.50.61,Raz.Ctl,ctl,raz,3,1,5,4,5,6,5,2,3,4,4,3,5,5,5,4,3,1,196,0
6544009023,166348841,11/25/2017 18:08,11/25/2017 18:12,12:03:19 AM,74.134.112.103,Raz.Ctl,ctl,raz,5,2,2,4,7,7,5,2,5,5,5,3,5,5,5,3,6,1,199,0
6544013296,166348841,11/25/2017 18:18,11/25/2017 18:21,12:03:32 AM,24.118.91.52,Raz.Ctl,ctl,raz,1,1,3,4,8,8,8,2,9,9,9,3,6,7,5,4,3,1,212,0
6544013825,166348841,11/25/2017 18:19,11/25/2017 18:23,12:03:33 AM,98.158.221.218,Raz.Ctl,ctl,raz,3,2,3,4,8,8,8,2,5,5,6,3,8,8,7,3,3,1,213,0
6543986972,166348841,11/25/2017 17:18,11/25/2017 17:22,12:03:34 AM,72.222.165.55,Raz.Ctl,ctl,raz,5,2,3,4,7,6,6,2,5,5,5,3,6,7,7,3,2,1,214,1
6544086163,166348841,11/25/2017 21:03,11/25/2017 21:07,12:03:56 AM,74.65.197.210,Raz.Ctl,ctl,raz,2,1,3,4,7,8,7,2,5,7,7,3,8,9,7,3,3,1,236,0
6544085798,166348841,11/25/2017 21:02,11/25/2017 21:06,12:04:05 AM,52.144.111.120,Raz.Ctl,ctl,raz,3,2,6,4,6,7,8,2,5,6,5,3,4,6,5,1,3,1,245,0
6544084494,166348841,11/25/2017 20:58,11/25/2017 21:03,12:04:34 AM,174.50.148.154,Raz.Ctl,ctl,raz,2,1,5,4,8,5,7,2,8,5,9,3,8,5,8,3,3,1,274,0
6544015447,166348841,11/25/2017 18:23,11/25/2017 18:29,12:06:37 AM,174.255.193.216,Raz.Ctl,ctl,raz,2,2,5,4,8,8,8,2,8,8,8,3,8,8,8,3,3,1,397,0
6544009312,166348841,11/25/2017 18:09,11/25/2017 18:17,12:08:23 AM,24.254.214.230,Raz.Ctl,ctl,raz,3,1,7,4,8,8,8,2,6,5,5,3,7,8,8,3,2,1,503,1
6544017689,166348841,11/25/2017 18:28,11/25/2017 18:39,12:11:28 AM,172.1.166.233,Raz.Ctl,ctl,raz,4,2,4,4,7,7,5,2,7,7,5,3,7,7,5,4,5,1,688,0
6544011628,166348841,11/25/2017 18:14,11/25/2017 18:16,12:01:23 AM,23.112.114.15,Raz.Hum,hum,raz,2,1,5,4,8,5,5,2,5,5,5,3,5,5,5,2,3,1,83,1
6544023857,166348841,11/25/2017 18:42,11/25/2017 18:43,12:01:27 AM,75.82.54.15,Raz.Hum,hum,raz,2,1,3,4,5,5,5,2,5,5,5,3,5,5,5,4,3,1,87,1
6543699907,166348841,11/25/2017 9:18,11/25/2017 9:19,12:01:41 AM,199.244.51.78,Raz.Hum,hum,raz,2,1,6,4,8,9,8,7,9,8,8,1,8,9,10,2,2,1,101,0
6544008595,166348841,11/25/2017 18:07,11/25/2017 18:09,12:01:49 AM,68.14.173.147,Raz.Hum,hum,raz,4,1,3,4,7,8,7,2,7,7,7,3,7,8,7,3,3,1,109,1
6544008249,166348841,11/25/2017 18:06,11/25/2017 18:08,12:01:56 AM,74.131.232.184,Raz.Hum,hum,raz,2,1,7,4,8,8,7,2,7,7,7,3,9,9,9,3,3,1,116,1
6544084445,166348841,11/25/2017 20:58,11/25/2017 21:00,12:01:56 AM,24.188.170.134,Raz.Hum,hum,raz,4,2,7,4,8,8,5,2,2,2,5,3,7,8,5,2,6,1,116,0
6544086097,166348841,11/25/2017 21:02,11/25/2017 21:04,12:02:00 AM,76.102.254.176,Raz.Hum,hum,raz,1,2,3,4,9,6,8,2,8,8,7,3,9,8,9,4,3,1,120,1
6544008572,166348841,11/25/2017 18:07,11/25/2017 18:09,12:02:02 AM,73.123.56.96,Raz.Hum,hum,raz,2,1,5,4,8,7,7,2,7,8,8,3,8,7,8,2,3,1,122,1
6544084185,166348841,11/25/2017 20:58,11/25/2017 21:00,12:02:07 AM,65.96.231.40,Raz.Hum,hum,raz,2,1,5,4,8,7,6,2,7,8,7,3,7,7,7,4,3,1,127,1
6543987087,166348841,11/25/2017 17:18,11/25/2017 17:20,12:02:07 AM,71.117.157.225,Raz.Hum,hum,raz,2,1,4,7,5,5,5,2,6,6,7,3,6,5,5,2,3,1,127,1
6543699080,166348841,11/25/2017 9:16,11/25/2017 9:19,12:02:10 AM,72.220.195.220,Raz.Hum,hum,raz,3,1,2,4,5,5,5,2,5,5,5,3,3,3,3,4,5,1,130,0
6543987919,166348841,11/25/2017 17:20,11/25/2017 17:23,12:02:26 AM,173.17.104.120,Raz.Hum,hum,raz,5,2,3,4,7,7,7,2,7,7,7,3,7,7,7,4,5,1,146,0
6544083967,166348841,11/25/2017 20:57,11/25/2017 21:00,12:02:37 AM,24.177.64.134,Raz.Hum,hum,raz,2,2,5,4,5,4,5,2,5,5,5,3,6,6,6,4,2,1,157,0
6544009032,166348841,11/25/2017 18:08,11/25/2017 18:11,12:02:39 AM,108.190.8.35,Raz.Hum,hum,raz,2,1,4,4,7,8,7,2,6,7,7,3,6,7,7,3,3,1,159,1
6544084140,166348841,11/25/2017 20:57,11/25/2017 21:00,12:02:39 AM,97.117.223.224,Raz.Hum,hum,raz,4,2,3,4,7,7,7,2,6,5,5,3,5,4,5,1,3,1,159,1
6544023150,166348841,11/25/2017 18:40,11/25/2017 18:43,12:02:42 AM,68.73.71.28,Raz.Hum,hum,raz,2,2,5,4,8,8,8,2,8,8,8,3,8,8,8,1,3,1,162,1
6544016108,166348841,11/25/2017 18:24,11/25/2017 18:27,12:02:46 AM,184.59.194.16,Raz.Hum,hum,raz,1,1,3,4,5,5,5,2,3,5,5,3,3,5,5,3,3,1,166,1
6544029205,166348841,11/25/2017 18:54,11/25/2017 18:57,12:02:48 AM,24.46.16.221,Raz.Hum,hum,raz,2,1,5,4,9,9,9,2,9,9,9,3,10,9,9,3,3,1,168,1
6544021252,166348841,11/25/2017 18:36,11/25/2017 18:38,12:02:49 AM,63.246.249.32,Raz.Hum,hum,raz,2,2,3,4,8,7,8,2,7,8,8,3,9,8,8,3,6,1,169,0
6544013663,166348841,11/25/2017 18:19,11/25/2017 18:22,12:02:58 AM,24.29.214.123,Raz.Hum,hum,raz,2,2,5,4,8,5,5,2,6,6,6,3,6,5,5,3,3,1,178,1
6544090530,166348841,11/25/2017 21:14,11/25/2017 21:17,12:03:00 AM,24.92.107.89,Raz.Hum,hum,raz,2,2,7,5,8,8,8,2,6,7,6,3,8,9,9,4,3,1,180,1
6544088311,166348841,11/25/2017 21:08,11/25/2017 21:12,12:03:23 AM,184.15.220.46,Raz.Hum,hum,raz,3,2,5,4,8,8,5,2,5,5,5,3,9,9,6,1,3,1,203,1
6544010112,166348841,11/25/2017 18:11,11/25/2017 18:15,12:03:48 AM,73.137.114.218,Raz.Hum,hum,raz,4,2,6,4,5,4,4,2,4,4,4,3,4,4,4,2,3,1,228,1
6544008763,166348841,11/25/2017 18:08,11/25/2017 18:11,12:03:48 AM,66.87.116.164,Raz.Hum,hum,raz,4,1,3,4,6,4,5,2,7,7,5,3,6,7,7,2,3,1,228,1
6544085264,166348841,11/25/2017 21:00,11/25/2017 21:05,12:04:38 AM,67.163.145.239,Raz.Hum,hum,raz,4,1,2,4,8,8,1,2,8,8,1,3,8,8,1,4,3,1,278,1
6543986924,166348841,11/25/2017 17:18,11/25/2017 17:23,12:04:45 AM,24.60.247.22,Raz.Hum,hum,raz,4,1,7,4,8,7,5,2,8,7,5,3,9,7,6,1,3,1,285,1
6544085297,166348841,11/25/2017 21:00,11/25/2017 21:05,12:04:49 AM,107.77.173.1,Raz.Hum,hum,raz,4,1,3,4,9,9,9,2,9,9,9,3,9,9,9,4,3,1,289,1
6544013141,166348841,11/25/2017 18:17,11/25/2017 18:22,12:04:58 AM,73.149.175.121,Raz.Hum,hum,raz,1,2,7,4,8,8,8,2,8,8,8,3,8,8,8,3,3,1,298,1
6544010332,166348841,11/25/2017 18:10,11/25/2017 18:17,12:06:38 AM,70.124.32.115,Raz.Hum,hum,raz,2,2,7,4,7,8,8,2,8,8,8,3,8,8,8,3,3,1,398,1
6544017236,166348841,11/25/2017 18:27,11/25/2017 18:34,12:07:20 AM,174.25.113.93,Raz.Hum,hum,raz,6,1,4,4,8,8,5,2,4,4,3,3,8,9,8,3,3,1,440,1
6543988350,166348841,11/25/2017 17:20,11/25/2017 17:28,12:08:17 AM,69.131.230.48,Raz.Hum,hum,raz,5,2,2,4,7,5,5,2,7,5,5,3,7,7,7,2,3,1,497,1
6544088964,166348841,11/25/2017 21:10,11/25/2017 21:11,12:01:19 AM,203.223.190.79,Tooth.Algo,algo,tooth,2,2,6,4,8,8,7,2,8,10,9,2,7,9,7,4,1,1,79,0
6544016727,166348841,11/25/2017 18:26,11/25/2017 18:27,12:01:38 AM,107.128.144.22,Tooth.Algo,algo,tooth,2,1,5,4,7,8,8,4,7,7,7,5,8,8,7,1,6,1,98,0
6544019841,166348841,11/25/2017 18:32,11/25/2017 18:34,12:01:48 AM,73.188.113.252,Tooth.Algo,algo,tooth,2,1,7,4,7,8,7,4,7,8,8,5,8,8,8,1,4,1,108,1
6544086323,166348841,11/25/2017 21:03,11/25/2017 21:05,12:01:50 AM,67.250.106.184,Tooth.Algo,algo,tooth,1,1,3,4,8,10,10,4,8,8,9,5,9,9,8,3,4,1,110,1
6544008445,166348841,11/25/2017 18:07,11/25/2017 18:09,12:02:07 AM,184.58.203.214,Tooth.Algo,algo,tooth,1,1,2,4,8,8,8,4,10,10,10,5,10,10,10,3,2,1,127,0
6543715539,166348841,11/25/2017 9:38,11/25/2017 9:40,12:02:14 AM,173.80.205.242,Tooth.Algo,algo,tooth,3,2,7,4,9,10,5,4,7,5,5,5,5,4,3,3,3,1,134,0
6544016528,166348841,11/25/2017 18:25,11/25/2017 18:28,12:02:26 AM,108.230.124.237,Tooth.Algo,algo,tooth,4,2,3,4,9,9,9,4,9,9,9,5,10,10,10,3,3,1,146,0
6544088143,166348841,11/25/2017 21:08,11/25/2017 21:10,12:02:27 AM,67.84.68.109,Tooth.Algo,algo,tooth,3,1,5,4,8,8,8,4,7,7,8,5,9,9,9,3,4,1,147,1
6544013306,166348841,11/25/2017 18:18,11/25/2017 18:21,12:02:39 AM,99.203.17.29,Tooth.Algo,algo,tooth,2,2,4,4,8,8,8,4,7,7,8,5,8,8,8,4,3,1,159,0
6543699371,166348841,11/25/2017 9:17,11/25/2017 9:19,12:02:40 AM,71.238.126.2,Tooth.Algo,algo,tooth,2,1,5,4,7,5,7,4,6,6,7,5,7,8,6,3,4,1,160,1
6544087690,166348841,11/25/2017 21:07,11/25/2017 21:09,12:02:40 AM,67.82.35.176,Tooth.Algo,algo,tooth,3,1,7,4,8,8,9,4,9,8,8,5,9,9,9,1,4,1,160,1
6544008482,166348841,11/25/2017 18:07,11/25/2017 18:10,12:02:41 AM,97.91.168.2,Tooth.Algo,algo,tooth,3,2,3,4,5,5,5,4,5,5,5,5,5,5,5,3,3,1,161,0
6544085048,166348841,11/25/2017 21:00,11/25/2017 21:03,12:03:06 AM,63.152.121.224,Tooth.Algo,algo,tooth,3,2,5,4,5,5,5,4,5,5,5,5,6,6,6,1,4,1,186,1
6544083854,166348841,11/25/2017 20:57,11/25/2017 21:00,12:03:17 AM,47.42.158.78,Tooth.Algo,algo,tooth,2,1,5,4,7,8,9,4,8,7,7,5,6,5,5,3,4,1,197,1
6544084143,166348841,11/25/2017 20:57,11/25/2017 21:01,12:03:17 AM,24.155.167.50,Tooth.Algo,algo,tooth,1,2,5,4,7,8,5,4,6,8,5,5,9,8,5,3,2,1,197,0
6544017832,166348841,11/25/2017 18:28,11/25/2017 18:31,12:03:23 AM,69.255.117.140,Tooth.Algo,algo,tooth,2,2,7,4,8,8,7,4,8,8,7,5,8,8,7,3,4,1,203,1
6544012895,166348841,11/25/2017 18:17,11/25/2017 18:20,12:03:23 AM,50.37.120.55,Tooth.Algo,algo,tooth,2,2,5,4,7,8,5,4,5,5,5,5,10,10,10,2,3,1,203,0
6543988484,166348841,11/25/2017 17:22,11/25/2017 17:25,12:03:33 AM,172.3.149.50,Tooth.Algo,algo,tooth,3,4,4,4,10,10,10,4,10,10,10,5,10,10,10,5,3,1,213,0
6544021277,166348841,11/25/2017 18:36,11/25/2017 18:39,12:03:34 AM,207.89.8.154,Tooth.Algo,algo,tooth,6,2,3,4,7,8,8,4,6,7,7,5,9,10,10,3,4,1,214,1
6544010725,166348841,11/25/2017 18:12,11/25/2017 18:16,12:03:46 AM,170.98.106.254,Tooth.Algo,algo,tooth,2,2,4,4,8,8,8,4,8,8,8,5,8,8,8,3,3,1,226,0
6544084299,166348841,11/25/2017 20:58,11/25/2017 21:02,12:03:53 AM,24.159.120.204,Tooth.Algo,algo,tooth,3,2,5,4,8,8,8,4,8,8,8,5,8,8,8,3,3,1,233,0
6544022126,166348841,11/25/2017 18:38,11/25/2017 18:42,12:03:55 AM,104.181.18.150,Tooth.Algo,algo,tooth,3,2,5,4,8,7,8,4,9,9,9,5,9,10,9,1,3,1,235,0
6544087295,166348841,11/25/2017 21:05,11/25/2017 21:09,12:04:02 AM,198.22.162.104,Tooth.Algo,algo,tooth,2,1,5,4,10,9,9,4,10,9,9,5,10,10,9,2,3,1,242,0
6544010067,166348841,11/25/2017 18:11,11/25/2017 18:15,12:04:05 AM,73.203.37.114,Tooth.Algo,algo,tooth,4,1,3,4,8,7,7,4,5,5,5,5,7,7,7,3,4,1,245,1
6544017723,166348841,11/25/2017 18:28,11/25/2017 18:32,12:04:11 AM,76.124.34.129,Tooth.Algo,algo,tooth,2,2,7,4,7,7,4,4,7,8,5,5,8,5,5,1,4,1,251,1
6544018841,166348841,11/25/2017 18:30,11/25/2017 18:35,12:04:27 AM,66.161.109.131,Tooth.Algo,algo,tooth,3,2,3,4,8,9,8,4,8,8,8,5,10,10,10,1,4,1,267,1
6544009287,166348841,11/25/2017 18:09,11/25/2017 18:13,12:04:27 AM,24.74.167.113,Tooth.Algo,algo,tooth,4,1,7,4,8,4,4,4,7,7,8,5,7,10,8,3,4,1,267,1
6543701423,166348841,11/25/2017 9:19,11/25/2017 9:24,12:05:00 AM,157.48.10.190,Tooth.Algo,algo,tooth,2,1,2,2,7,5,7,4,7,6,7,5,7,6,6,2,6,1,300,0
6543699171,166348841,11/25/2017 9:17,11/25/2017 9:22,12:05:42 AM,107.77.232.198,Tooth.Algo,algo,tooth,1,2,3,4,8,6,5,4,8,7,4,5,8,9,4,4,2,1,342,0
6544018892,166348841,11/25/2017 18:30,11/25/2017 18:37,12:06:47 AM,172.58.152.81,Tooth.Algo,algo,tooth,3,1,2,4,5,5,7,4,4,5,6,5,6,6,6,3,2,1,407,0
6544089168,166348841,11/25/2017 21:11,11/25/2017 21:18,12:07:36 AM,71.55.149.52,Tooth.Algo,algo,tooth,4,2,6,4,7,7,7,4,8,7,7,5,9,9,8,3,4,1,456,1
6544014939,166348841,11/25/2017 18:22,11/25/2017 18:35,12:13:42 AM,72.24.163.158,Tooth.Algo,algo,tooth,2,2,7,4,5,6,5,4,7,7,6,5,6,6,6,2,3,1,822,0
6544009701,166348841,11/25/2017 18:10,11/25/2017 18:24,12:14:26 AM,107.77.161.3,Tooth.Algo,algo,tooth,3,2,5,4,5,5,5,4,9,8,9,5,5,8,6,1,3,1,866,0
